logg,Teff,Z,xi,a,b,Filt,Met,Mod
 4.50,  8250,-0.5, 2.0, 0.2248, 0.3231,Kp,L,A
 5.00,  8250,-0.5, 2.0, 0.1877, 0.3451,Kp,L,A
 3.50,  8500,-0.5, 2.0, 0.2642, 0.2809,Kp,L,A
 4.00,  8500,-0.5, 2.0, 0.2707, 0.2747,Kp,L,A
 4.50,  8500,-0.5, 2.0, 0.2471, 0.2982,Kp,L,A
 5.00,  8500,-0.5, 2.0, 0.1972, 0.3359,Kp,L,A
 3.50,  8750,-0.5, 2.0, 0.2454, 0.2871,Kp,L,A
 4.00,  8750,-0.5, 2.0, 0.2513, 0.2807,Kp,L,A
 4.50,  8750,-0.5, 2.0, 0.2543, 0.2788,Kp,L,A
 5.00,  8750,-0.5, 2.0, 0.2169, 0.3149,Kp,L,A
 3.50,  9000,-0.5, 2.0, 0.2342, 0.2878,Kp,L,A
 4.00,  9000,-0.5, 2.0, 0.2381, 0.2827,Kp,L,A
 4.50,  9000,-0.5, 2.0, 0.2452, 0.2755,Kp,L,A
 5.00,  9000,-0.5, 2.0, 0.2541, 0.2670,Kp,L,A
 3.50,  9250,-0.5, 2.0, 0.2224, 0.2901,Kp,L,A
 4.00,  9250,-0.5, 2.0, 0.2241, 0.2867,Kp,L,A
 4.50,  9250,-0.5, 2.0, 0.2288, 0.2814,Kp,L,A
 5.00,  9250,-0.5, 2.0, 0.2364, 0.2737,Kp,L,A
 3.50,  9500,-0.5, 2.0, 0.2120, 0.2916,Kp,L,A
 4.00,  9500,-0.5, 2.0, 0.2138, 0.2879,Kp,L,A
 4.50,  9500,-0.5, 2.0, 0.2166, 0.2843,Kp,L,A
 5.00,  9500,-0.5, 2.0, 0.2219, 0.2787,Kp,L,A
 3.50,  9750,-0.5, 2.0, 0.2042, 0.2915,Kp,L,A
 4.00,  9750,-0.5, 2.0, 0.2032, 0.2897,Kp,L,A
 4.50,  9750,-0.5, 2.0, 0.2048, 0.2873,Kp,L,A
 5.00,  9750,-0.5, 2.0, 0.2091, 0.2827,Kp,L,A
 3.50, 10000,-0.5, 2.0, 0.1968, 0.2915,Kp,L,A
 4.00, 10000,-0.5, 2.0, 0.1957, 0.2893,Kp,L,A
 4.50, 10000,-0.5, 2.0, 0.1956, 0.2882,Kp,L,A
 5.00, 10000,-0.5, 2.0, 0.1981, 0.2856,Kp,L,A
 3.50,  3500,-0.3, 2.0, 0.5287, 0.2308,Kp,L,A
 4.00,  3500,-0.3, 2.0, 0.3982, 0.3381,Kp,L,A
 4.50,  3500,-0.3, 2.0, 0.3311, 0.3892,Kp,L,A
 5.00,  3500,-0.3, 2.0, 0.3004, 0.4085,Kp,L,A
 3.50,  3750,-0.3, 2.0, 0.6805, 0.0820,Kp,L,A
 4.00,  3750,-0.3, 2.0, 0.4457, 0.2867,Kp,L,A
 4.50,  3750,-0.3, 2.0, 0.3042, 0.3981,Kp,L,A
 5.00,  3750,-0.3, 2.0, 0.2405, 0.4418,Kp,L,A
 3.50,  4000,-0.3, 2.0, 0.7754,-0.0007,Kp,L,A
 4.00,  4000,-0.3, 2.0, 0.6412, 0.1095,Kp,L,A
 4.50,  4000,-0.3, 2.0, 0.4242, 0.2887,Kp,L,A
 5.00,  4000,-0.3, 2.0, 0.2767, 0.4011,Kp,L,A
 3.50,  4250,-0.3, 2.0, 0.7227, 0.0392,Kp,L,A
 4.00,  4250,-0.3, 2.0, 0.7146, 0.0438,Kp,L,A
 4.50,  4250,-0.3, 2.0, 0.6215, 0.1171,Kp,L,A
 5.00,  4250,-0.3, 2.0, 0.4412, 0.2609,Kp,L,A
 3.50,  4500,-0.3, 2.0, 0.6625, 0.0830,Kp,L,A
 4.00,  4500,-0.3, 2.0, 0.6625, 0.0812,Kp,L,A
 4.50,  4500,-0.3, 2.0, 0.6584, 0.0833,Kp,L,A
 5.00,  4500,-0.3, 2.0, 0.5977, 0.1315,Kp,L,A
 3.50,  4750,-0.3, 2.0, 0.5968, 0.1332,Kp,L,A
 4.00,  4750,-0.3, 2.0, 0.6001, 0.1292,Kp,L,A
 4.50,  4750,-0.3, 2.0, 0.6019, 0.1263,Kp,L,A
 5.00,  4750,-0.3, 2.0, 0.5985, 0.1285,Kp,L,A
 3.50,  5000,-0.3, 2.0, 0.5302, 0.1818,Kp,L,A
 4.00,  5000,-0.3, 2.0, 0.5357, 0.1768,Kp,L,A
 4.50,  5000,-0.3, 2.0, 0.5396, 0.1731,Kp,L,A
 5.00,  5000,-0.3, 2.0, 0.5406, 0.1720,Kp,L,A
 3.50,  5250,-0.3, 2.0, 0.4664, 0.2249,Kp,L,A
 4.00,  5250,-0.3, 2.0, 0.4735, 0.2194,Kp,L,A
 4.50,  5250,-0.3, 2.0, 0.4767, 0.2175,Kp,L,A
 5.00,  5250,-0.3, 2.0, 0.4772, 0.2179,Kp,L,A
 3.50,  5500,-0.3, 2.0, 0.4099, 0.2591,Kp,L,A
 4.00,  5500,-0.3, 2.0, 0.4173, 0.2544,Kp,L,A
 4.50,  5500,-0.3, 2.0, 0.4210, 0.2521,Kp,L,A
 5.00,  5500,-0.3, 2.0, 0.4188, 0.2558,Kp,L,A
 3.50,  5750,-0.3, 2.0, 0.3658, 0.2819,Kp,L,A
 4.00,  5750,-0.3, 2.0, 0.3719, 0.2787,Kp,L,A
 4.50,  5750,-0.3, 2.0, 0.3728, 0.2787,Kp,L,A
 5.00,  5750,-0.3, 2.0, 0.3730, 0.2804,Kp,L,A
 3.50,  6000,-0.3, 2.0, 0.3329, 0.2957,Kp,L,A
 4.00,  6000,-0.3, 2.0, 0.3354, 0.2949,Kp,L,A
 4.50,  6000,-0.3, 2.0, 0.3342, 0.2965,Kp,L,A
 5.00,  6000,-0.3, 2.0, 0.3318, 0.3000,Kp,L,A
 3.50,  6250,-0.3, 2.0, 0.3092, 0.3037,Kp,L,A
 4.00,  6250,-0.3, 2.0, 0.3098, 0.3036,Kp,L,A
 4.50,  6250,-0.3, 2.0, 0.3071, 0.3058,Kp,L,A
 5.00,  6250,-0.3, 2.0, 0.3035, 0.3092,Kp,L,A
 3.50,  6500,-0.3, 2.0, 0.2887, 0.3118,Kp,L,A
 4.00,  6500,-0.3, 2.0, 0.2893, 0.3105,Kp,L,A
 4.50,  6500,-0.3, 2.0, 0.2859, 0.3124,Kp,L,A
 5.00,  6500,-0.3, 2.0, 0.2826, 0.3145,Kp,L,A
 3.50,  6750,-0.3, 2.0, 0.2683, 0.3215,Kp,L,A
 4.00,  6750,-0.3, 2.0, 0.2705, 0.3183,Kp,L,A
 4.50,  6750,-0.3, 2.0, 0.2687, 0.3179,Kp,L,A
 5.00,  6750,-0.3, 2.0, 0.2668, 0.3178,Kp,L,A
 3.50,  7000,-0.3, 2.0, 0.2517, 0.3298,Kp,L,A
 4.00,  7000,-0.3, 2.0, 0.2530, 0.3264,Kp,L,A
 4.50,  7000,-0.3, 2.0, 0.2529, 0.3241,Kp,L,A
 5.00,  7000,-0.3, 2.0, 0.2531, 0.3219,Kp,L,A
 3.50,  7250,-0.3, 2.0, 0.3696, 0.2360,Kp,L,A
 4.00,  7250,-0.3, 2.0, 0.2367, 0.3338,Kp,L,A
 4.50,  7250,-0.3, 2.0, 0.2365, 0.3312,Kp,L,A
 5.00,  7250,-0.3, 2.0, 0.2382, 0.3279,Kp,L,A
 3.50,  7500,-0.3, 2.0, 0.3444, 0.2540,Kp,L,A
 4.00,  7500,-0.3, 2.0, 0.2294, 0.3372,Kp,L,A
 4.50,  7500,-0.3, 2.0, 0.2215, 0.3381,Kp,L,A
 5.00,  7500,-0.3, 2.0, 0.2225, 0.3346,Kp,L,A
 3.50,  7750,-0.3, 2.0, 0.3217, 0.2669,Kp,L,A
 4.00,  7750,-0.3, 2.0, 0.3180, 0.2673,Kp,L,A
 4.50,  7750,-0.3, 2.0, 0.2110, 0.3427,Kp,L,A
 5.00,  7750,-0.3, 2.0, 0.2088, 0.3407,Kp,L,A
 3.50,  8000,-0.3, 2.0, 0.3028, 0.2718,Kp,L,A
 4.00,  8000,-0.3, 2.0, 0.2964, 0.2786,Kp,L,A
 4.50,  8000,-0.3, 2.0, 0.2932, 0.2790,Kp,L,A
 5.00,  8000,-0.3, 2.0, 0.1958, 0.3464,Kp,L,A
 3.50,  8250,-0.3, 2.0, 0.2817, 0.2772,Kp,L,A
 4.00,  8250,-0.3, 2.0, 0.2805, 0.2795,Kp,L,A
 4.50,  8250,-0.3, 2.0, 0.2732, 0.2883,Kp,L,A
 5.00,  8250,-0.3, 2.0, 0.2704, 0.2881,Kp,L,A
 3.50,  8500,-0.3, 2.0, 0.2614, 0.2827,Kp,L,A
 4.00,  8500,-0.3, 2.0, 0.2649, 0.2786,Kp,L,A
 4.50,  8500,-0.3, 2.0, 0.2593, 0.2868,Kp,L,A
 5.00,  8500,-0.3, 2.0, 0.2516, 0.2960,Kp,L,A
 3.50,  8750,-0.3, 2.0, 0.2441, 0.2870,Kp,L,A
 4.00,  8750,-0.3, 2.0, 0.2472, 0.2823,Kp,L,A
 4.50,  8750,-0.3, 2.0, 0.2480, 0.2812,Kp,L,A
 5.00,  8750,-0.3, 2.0, 0.2385, 0.2952,Kp,L,A
 3.50,  9000,-0.3, 2.0, 0.2309, 0.2896,Kp,L,A
 4.00,  9000,-0.3, 2.0, 0.2323, 0.2856,Kp,L,A
 4.50,  9000,-0.3, 2.0, 0.2359, 0.2804,Kp,L,A
 5.00,  9000,-0.3, 2.0, 0.2398, 0.2752,Kp,L,A
 3.50,  9250,-0.3, 2.0, 0.2203, 0.2913,Kp,L,A
 4.00,  9250,-0.3, 2.0, 0.2198, 0.2884,Kp,L,A
 4.50,  9250,-0.3, 2.0, 0.2216, 0.2841,Kp,L,A
 5.00,  9250,-0.3, 2.0, 0.2248, 0.2788,Kp,L,A
 3.50,  9500,-0.3, 2.0, 0.2116, 0.2920,Kp,L,A
 4.00,  9500,-0.3, 2.0, 0.2100, 0.2897,Kp,L,A
 4.50,  9500,-0.3, 2.0, 0.2102, 0.2865,Kp,L,A
 5.00,  9500,-0.3, 2.0, 0.2120, 0.2818,Kp,L,A
 3.50,  9750,-0.3, 2.0, 0.2032, 0.2930,Kp,L,A
 4.00,  9750,-0.3, 2.0, 0.2010, 0.2907,Kp,L,A
 4.50,  9750,-0.3, 2.0, 0.2010, 0.2877,Kp,L,A
 5.00,  9750,-0.3, 2.0, 0.2010, 0.2847,Kp,L,A
 3.50, 10000,-0.3, 2.0, 0.1966, 0.2928,Kp,L,A
 4.00, 10000,-0.3, 2.0, 0.1940, 0.2906,Kp,L,A
 4.50, 10000,-0.3, 2.0, 0.1926, 0.2886,Kp,L,A
 5.00, 10000,-0.3, 2.0, 0.1915, 0.2867,Kp,L,A
 3.50,  3500,-0.2, 2.0, 0.5770, 0.1882,Kp,L,A
 4.00,  3500,-0.2, 2.0, 0.4325, 0.3113,Kp,L,A
 4.50,  3500,-0.2, 2.0, 0.3525, 0.3729,Kp,L,A
 5.00,  3500,-0.2, 2.0, 0.3142, 0.3976,Kp,L,A
 3.50,  3750,-0.2, 2.0, 0.7280, 0.0379,Kp,L,A
 4.00,  3750,-0.2, 2.0, 0.4989, 0.2423,Kp,L,A
 4.50,  3750,-0.2, 2.0, 0.3402, 0.3719,Kp,L,A
 5.00,  3750,-0.2, 2.0, 0.2631, 0.4260,Kp,L,A
 3.50,  4000,-0.2, 2.0, 0.7863,-0.0100,Kp,L,A
 4.00,  4000,-0.2, 2.0, 0.6770, 0.0790,Kp,L,A
 4.50,  4000,-0.2, 2.0, 0.4639, 0.2589,Kp,L,A
 5.00,  4000,-0.2, 2.0, 0.3030, 0.3831,Kp,L,A
 3.50,  4250,-0.2, 2.0, 0.7277, 0.0365,Kp,L,A
 4.00,  4250,-0.2, 2.0, 0.7224, 0.0382,Kp,L,A
 4.50,  4250,-0.2, 2.0, 0.6443, 0.1010,Kp,L,A
 5.00,  4250,-0.2, 2.0, 0.4690, 0.2423,Kp,L,A
 3.50,  4500,-0.2, 2.0, 0.6691, 0.0787,Kp,L,A
 4.00,  4500,-0.2, 2.0, 0.6695, 0.0762,Kp,L,A
 4.50,  4500,-0.2, 2.0, 0.6660, 0.0775,Kp,L,A
 5.00,  4500,-0.2, 2.0, 0.6148, 0.1189,Kp,L,A
 3.50,  4750,-0.2, 2.0, 0.6050, 0.1275,Kp,L,A
 4.00,  4750,-0.2, 2.0, 0.6094, 0.1221,Kp,L,A
 4.50,  4750,-0.2, 2.0, 0.6106, 0.1196,Kp,L,A
 5.00,  4750,-0.2, 2.0, 0.6085, 0.1204,Kp,L,A
 3.50,  5000,-0.2, 2.0, 0.5405, 0.1747,Kp,L,A
 4.00,  5000,-0.2, 2.0, 0.5461, 0.1693,Kp,L,A
 4.50,  5000,-0.2, 2.0, 0.5508, 0.1646,Kp,L,A
 5.00,  5000,-0.2, 2.0, 0.5522, 0.1629,Kp,L,A
 3.50,  5250,-0.2, 2.0, 0.4781, 0.2172,Kp,L,A
 4.00,  5250,-0.2, 2.0, 0.4850, 0.2115,Kp,L,A
 4.50,  5250,-0.2, 2.0, 0.4900, 0.2075,Kp,L,A
 5.00,  5250,-0.2, 2.0, 0.4910, 0.2074,Kp,L,A
 3.50,  5500,-0.2, 2.0, 0.4219, 0.2522,Kp,L,A
 4.00,  5500,-0.2, 2.0, 0.4288, 0.2472,Kp,L,A
 4.50,  5500,-0.2, 2.0, 0.4341, 0.2434,Kp,L,A
 5.00,  5500,-0.2, 2.0, 0.4330, 0.2459,Kp,L,A
 3.50,  5750,-0.2, 2.0, 0.3755, 0.2773,Kp,L,A
 4.00,  5750,-0.2, 2.0, 0.3819, 0.2736,Kp,L,A
 4.50,  5750,-0.2, 2.0, 0.3858, 0.2711,Kp,L,A
 5.00,  5750,-0.2, 2.0, 0.3860, 0.2725,Kp,L,A
 3.50,  6000,-0.2, 2.0, 0.3391, 0.2941,Kp,L,A
 4.00,  6000,-0.2, 2.0, 0.3434, 0.2918,Kp,L,A
 4.50,  6000,-0.2, 2.0, 0.3447, 0.2916,Kp,L,A
 5.00,  6000,-0.2, 2.0, 0.3435, 0.2940,Kp,L,A
 3.50,  6250,-0.2, 2.0, 0.3133, 0.3033,Kp,L,A
 4.00,  6250,-0.2, 2.0, 0.3153, 0.3023,Kp,L,A
 4.50,  6250,-0.2, 2.0, 0.3147, 0.3032,Kp,L,A
 5.00,  6250,-0.2, 2.0, 0.3127, 0.3055,Kp,L,A
 3.50,  6500,-0.2, 2.0, 0.2913, 0.3120,Kp,L,A
 4.00,  6500,-0.2, 2.0, 0.2931, 0.3100,Kp,L,A
 4.50,  6500,-0.2, 2.0, 0.2914, 0.3110,Kp,L,A
 5.00,  6500,-0.2, 2.0, 0.2891, 0.3127,Kp,L,A
 3.50,  6750,-0.2, 2.0, 0.2706, 0.3215,Kp,L,A
 4.00,  6750,-0.2, 2.0, 0.2734, 0.3180,Kp,L,A
 4.50,  6750,-0.2, 2.0, 0.2730, 0.3167,Kp,L,A
 5.00,  6750,-0.2, 2.0, 0.2721, 0.3165,Kp,L,A
 3.50,  7000,-0.2, 2.0, 0.2541, 0.3297,Kp,L,A
 4.00,  7000,-0.2, 2.0, 0.2559, 0.3259,Kp,L,A
 4.50,  7000,-0.2, 2.0, 0.2565, 0.3233,Kp,L,A
 5.00,  7000,-0.2, 2.0, 0.2575, 0.3211,Kp,L,A
 3.50,  7250,-0.2, 2.0, 0.3715, 0.2369,Kp,L,A
 4.00,  7250,-0.2, 2.0, 0.2400, 0.3332,Kp,L,A
 4.50,  7250,-0.2, 2.0, 0.2404, 0.3300,Kp,L,A
 5.00,  7250,-0.2, 2.0, 0.2430, 0.3265,Kp,L,A
 3.50,  7500,-0.2, 2.0, 0.3445, 0.2566,Kp,L,A
 4.00,  7500,-0.2, 2.0, 0.3447, 0.2521,Kp,L,A
 4.50,  7500,-0.2, 2.0, 0.2252, 0.3374,Kp,L,A
 5.00,  7500,-0.2, 2.0, 0.2275, 0.3331,Kp,L,A
 3.50,  7750,-0.2, 2.0, 0.3228, 0.2686,Kp,L,A
 4.00,  7750,-0.2, 2.0, 0.3195, 0.2693,Kp,L,A
 4.50,  7750,-0.2, 2.0, 0.2169, 0.3408,Kp,L,A
 5.00,  7750,-0.2, 2.0, 0.2140, 0.3394,Kp,L,A
 3.50,  8000,-0.2, 2.0, 0.3051, 0.2724,Kp,L,A
 4.00,  8000,-0.2, 2.0, 0.2985, 0.2801,Kp,L,A
 4.50,  8000,-0.2, 2.0, 0.2959, 0.2808,Kp,L,A
 5.00,  8000,-0.2, 2.0, 0.2027, 0.3442,Kp,L,A
 3.50,  8250,-0.2, 2.0, 0.2834, 0.2784,Kp,L,A
 4.00,  8250,-0.2, 2.0, 0.2833, 0.2803,Kp,L,A
 4.50,  8250,-0.2, 2.0, 0.2759, 0.2902,Kp,L,A
 5.00,  8250,-0.2, 2.0, 0.2729, 0.2910,Kp,L,A
 3.50,  8500,-0.2, 2.0, 0.2625, 0.2839,Kp,L,A
 4.00,  8500,-0.2, 2.0, 0.2672, 0.2797,Kp,L,A
 4.50,  8500,-0.2, 2.0, 0.2627, 0.2880,Kp,L,A
 5.00,  8500,-0.2, 2.0, 0.2554, 0.2983,Kp,L,A
 3.50,  8750,-0.2, 2.0, 0.2447, 0.2880,Kp,L,A
 4.00,  8750,-0.2, 2.0, 0.2491, 0.2832,Kp,L,A
 4.50,  8750,-0.2, 2.0, 0.2521, 0.2816,Kp,L,A
 5.00,  8750,-0.2, 2.0, 0.2426, 0.2971,Kp,L,A
 3.50,  9000,-0.2, 2.0, 0.2324, 0.2894,Kp,L,A
 4.00,  9000,-0.2, 2.0, 0.2340, 0.2861,Kp,L,A
 4.50,  9000,-0.2, 2.0, 0.2391, 0.2811,Kp,L,A
 5.00,  9000,-0.2, 2.0, 0.2464, 0.2748,Kp,L,A
 3.50,  9250,-0.2, 2.0, 0.2213, 0.2915,Kp,L,A
 4.00,  9250,-0.2, 2.0, 0.2220, 0.2882,Kp,L,A
 4.50,  9250,-0.2, 2.0, 0.2249, 0.2842,Kp,L,A
 5.00,  9250,-0.2, 2.0, 0.2302, 0.2790,Kp,L,A
 3.50,  9500,-0.2, 2.0, 0.2128, 0.2921,Kp,L,A
 4.00,  9500,-0.2, 2.0, 0.2117, 0.2897,Kp,L,A
 4.50,  9500,-0.2, 2.0, 0.2135, 0.2863,Kp,L,A
 5.00,  9500,-0.2, 2.0, 0.2172, 0.2818,Kp,L,A
 3.50,  9750,-0.2, 2.0, 0.2050, 0.2926,Kp,L,A
 4.00,  9750,-0.2, 2.0, 0.2033, 0.2903,Kp,L,A
 4.50,  9750,-0.2, 2.0, 0.2032, 0.2883,Kp,L,A
 5.00,  9750,-0.2, 2.0, 0.2059, 0.2845,Kp,L,A
 3.50, 10000,-0.2, 2.0, 0.1981, 0.2928,Kp,L,A
 4.00, 10000,-0.2, 2.0, 0.1957, 0.2907,Kp,L,A
 4.50, 10000,-0.2, 2.0, 0.1942, 0.2897,Kp,L,A
 5.00, 10000,-0.2, 2.0, 0.1962, 0.2865,Kp,L,A
 3.50,  3500,-0.1, 2.0, 0.6357, 0.1284,Kp,L,A
 4.00,  3500,-0.1, 2.0, 0.4768, 0.2699,Kp,L,A
 4.50,  3500,-0.1, 2.0, 0.3853, 0.3447,Kp,L,A
 5.00,  3500,-0.1, 2.0, 0.3402, 0.3775,Kp,L,A
 3.50,  3750,-0.1, 2.0, 0.7762,-0.0075,Kp,L,A
 4.00,  3750,-0.1, 2.0, 0.5586, 0.1887,Kp,L,A
 4.50,  3750,-0.1, 2.0, 0.3803, 0.3384,Kp,L,A
 5.00,  3750,-0.1, 2.0, 0.2898, 0.4064,Kp,L,A
 3.50,  4000,-0.1, 2.0, 0.7966,-0.0191,Kp,L,A
 4.00,  4000,-0.1, 2.0, 0.7129, 0.0496,Kp,L,A
 4.50,  4000,-0.1, 2.0, 0.5081, 0.2238,Kp,L,A
 5.00,  4000,-0.1, 2.0, 0.3342, 0.3616,Kp,L,A
 3.50,  4250,-0.1, 2.0, 0.7338, 0.0334,Kp,L,A
 4.00,  4250,-0.1, 2.0, 0.7299, 0.0335,Kp,L,A
 4.50,  4250,-0.1, 2.0, 0.6656, 0.0853,Kp,L,A
 5.00,  4250,-0.1, 2.0, 0.4972, 0.2228,Kp,L,A
 3.50,  4500,-0.1, 2.0, 0.6755, 0.0755,Kp,L,A
 4.00,  4500,-0.1, 2.0, 0.6761, 0.0726,Kp,L,A
 4.50,  4500,-0.1, 2.0, 0.6740, 0.0722,Kp,L,A
 5.00,  4500,-0.1, 2.0, 0.6294, 0.1089,Kp,L,A
 3.50,  4750,-0.1, 2.0, 0.6124, 0.1235,Kp,L,A
 4.00,  4750,-0.1, 2.0, 0.6163, 0.1183,Kp,L,A
 4.50,  4750,-0.1, 2.0, 0.6188, 0.1142,Kp,L,A
 5.00,  4750,-0.1, 2.0, 0.6170, 0.1145,Kp,L,A
 3.50,  5000,-0.1, 2.0, 0.5474, 0.1713,Kp,L,A
 4.00,  5000,-0.1, 2.0, 0.5539, 0.1649,Kp,L,A
 4.50,  5000,-0.1, 2.0, 0.5575, 0.1611,Kp,L,A
 5.00,  5000,-0.1, 2.0, 0.5590, 0.1591,Kp,L,A
 3.50,  5250,-0.1, 2.0, 0.4858, 0.2129,Kp,L,A
 4.00,  5250,-0.1, 2.0, 0.4926, 0.2074,Kp,L,A
 4.50,  5250,-0.1, 2.0, 0.4966, 0.2043,Kp,L,A
 5.00,  5250,-0.1, 2.0, 0.4988, 0.2030,Kp,L,A
 3.50,  5500,-0.1, 2.0, 0.4298, 0.2477,Kp,L,A
 4.00,  5500,-0.1, 2.0, 0.4368, 0.2427,Kp,L,A
 4.50,  5500,-0.1, 2.0, 0.4415, 0.2396,Kp,L,A
 5.00,  5500,-0.1, 2.0, 0.4423, 0.2402,Kp,L,A
 3.50,  5750,-0.1, 2.0, 0.3811, 0.2752,Kp,L,A
 4.00,  5750,-0.1, 2.0, 0.3874, 0.2713,Kp,L,A
 4.50,  5750,-0.1, 2.0, 0.3928, 0.2676,Kp,L,A
 5.00,  5750,-0.1, 2.0, 0.3930, 0.2691,Kp,L,A
 3.50,  6000,-0.1, 2.0, 0.3424, 0.2931,Kp,L,A
 4.00,  6000,-0.1, 2.0, 0.3469, 0.2910,Kp,L,A
 4.50,  6000,-0.1, 2.0, 0.3511, 0.2889,Kp,L,A
 5.00,  6000,-0.1, 2.0, 0.3504, 0.2911,Kp,L,A
 3.50,  6250,-0.1, 2.0, 0.3135, 0.3044,Kp,L,A
 4.00,  6250,-0.1, 2.0, 0.3166, 0.3030,Kp,L,A
 4.50,  6250,-0.1, 2.0, 0.3190, 0.3020,Kp,L,A
 5.00,  6250,-0.1, 2.0, 0.3172, 0.3045,Kp,L,A
 3.50,  6500,-0.1, 2.0, 0.2907, 0.3132,Kp,L,A
 4.00,  6500,-0.1, 2.0, 0.2938, 0.3110,Kp,L,A
 4.50,  6500,-0.1, 2.0, 0.2947, 0.3103,Kp,L,A
 5.00,  6500,-0.1, 2.0, 0.2925, 0.3122,Kp,L,A
 3.50,  6750,-0.1, 2.0, 0.2703, 0.3226,Kp,L,A
 4.00,  6750,-0.1, 2.0, 0.2740, 0.3189,Kp,L,A
 4.50,  6750,-0.1, 2.0, 0.2751, 0.3169,Kp,L,A
 5.00,  6750,-0.1, 2.0, 0.2739, 0.3170,Kp,L,A
 3.50,  7000,-0.1, 2.0, 0.2527, 0.3308,Kp,L,A
 4.00,  7000,-0.1, 2.0, 0.2559, 0.3269,Kp,L,A
 4.50,  7000,-0.1, 2.0, 0.2576, 0.3235,Kp,L,A
 5.00,  7000,-0.1, 2.0, 0.2584, 0.3218,Kp,L,A
 3.50,  7250,-0.1, 2.0, 0.2457, 0.3221,Kp,L,A
 4.00,  7250,-0.1, 2.0, 0.2394, 0.3342,Kp,L,A
 4.50,  7250,-0.1, 2.0, 0.2403, 0.3308,Kp,L,A
 5.00,  7250,-0.1, 2.0, 0.2430, 0.3273,Kp,L,A
 3.50,  7500,-0.1, 2.0, 0.2702, 0.3060,Kp,L,A
 4.00,  7500,-0.1, 2.0, 0.2246, 0.3399,Kp,L,A
 4.50,  7500,-0.1, 2.0, 0.2247, 0.3380,Kp,L,A
 5.00,  7500,-0.1, 2.0, 0.2272, 0.3338,Kp,L,A
 3.50,  7750,-0.1, 2.0, 0.2892, 0.2936,Kp,L,A
 4.00,  7750,-0.1, 2.0, 0.2367, 0.3243,Kp,L,A
 4.50,  7750,-0.1, 2.0, 0.2072, 0.3440,Kp,L,A
 5.00,  7750,-0.1, 2.0, 0.2131, 0.3404,Kp,L,A
 3.50,  8000,-0.1, 2.0, 0.2983, 0.2795,Kp,L,A
 4.00,  8000,-0.1, 2.0, 0.2583, 0.3087,Kp,L,A
 4.50,  8000,-0.1, 2.0, 0.2077, 0.3408,Kp,L,A
 5.00,  8000,-0.1, 2.0, 0.1983, 0.3467,Kp,L,A
 3.50,  8250,-0.1, 2.0, 0.2813, 0.2814,Kp,L,A
 4.00,  8250,-0.1, 2.0, 0.2731, 0.2898,Kp,L,A
 4.50,  8250,-0.1, 2.0, 0.2257, 0.3261,Kp,L,A
 5.00,  8250,-0.1, 2.0, 0.1881, 0.3477,Kp,L,A
 3.50,  8500,-0.1, 2.0, 0.2604, 0.2865,Kp,L,A
 4.00,  8500,-0.1, 2.0, 0.2648, 0.2828,Kp,L,A
 4.50,  8500,-0.1, 2.0, 0.2464, 0.3015,Kp,L,A
 5.00,  8500,-0.1, 2.0, 0.1973, 0.3389,Kp,L,A
 3.50,  8750,-0.1, 2.0, 0.2440, 0.2888,Kp,L,A
 4.00,  8750,-0.1, 2.0, 0.2476, 0.2849,Kp,L,A
 4.50,  8750,-0.1, 2.0, 0.2495, 0.2844,Kp,L,A
 5.00,  8750,-0.1, 2.0, 0.2174, 0.3159,Kp,L,A
